Wave,Degree,Sign,Planet,Note,Sabian Symbol ,Chandra Symbol,Personal Question 
1,20,Pisces,Neptune,"20° (Integrated Vision): Mastery of vision rooted in transcendent presence. — Neptune in Pisces under Wave 1 influence is fully at home, embodying the dissolution of boundaries and the dream of oneness. Here, the mystical waters overflow, but Wave 1 demands that this vast compassion and vision find root in real containers of devotion, creativity, and service.","21 A little white lamb, a child and a Chinese servant.",21. Pagan fire worshippers dancing.,What sacred innocence is joining the ancient dance of devotion?
1,0,Aries,Pluto,"0° (Emergent Power): Destruction and rebirth as instinct; primal fire burns away the old. — Transformation through sheer force of beginning. Old forms are obliterated so that new life can burst forth without hesitation. Power here demands courage to claim renewal directly, often by cutting ties with the past in sudden, uncompromising acts.","1   A woman rises out of the water, a seal rises and embraces her",1. A man repairing and extending a stone wall in the spring.,What ancient part of you is surfacing now—and what form is it building?  
1,10,Aries,Pluto,"10° (Formative Power): Will harnessed; transformation given direction. — Transformation through sheer force of beginning. Old forms are obliterated so that new life can burst forth without hesitation. Power here demands courage to claim renewal directly, often by cutting ties with the past in sudden, uncompromising acts.",11 The president of the country ,11. Sunlight illuminating dust in the air.,What leadership are you embodying through subtle radiance?
1,20,Aries,Pluto,"20° (Integrated Power): Renewal becomes enduring force of presence and leadership. — Transformation through sheer force of beginning. Old forms are obliterated so that new life can burst forth without hesitation. Power here demands courage to claim renewal directly, often by cutting ties with the past in sudden, uncompromising acts.",21  A pugilist entering the ring. ,21. Pastel flags fluttering in the breeze.,What bold confrontation is softened by a deeper resonance?
1,0,Taurus,Pluto,"0° (Emergent Power): Instinctive break in possessions/comforts; soul forced to root within. — Transformation through the body, earth, and values. Old attachments to security are stripped away, compelling a deep surrender of material and sensual anchors. Renewal comes through finding indestructible inner worth beneath external loss.",1  A clear mountain stream.,1. A red garnet ring. The garnets glow.,What clarity is being concentrated into a talisman of power?  
1,10,Taurus,Pluto,"10° (Formative Power): Power forged through endurance; values are reshaped. — Transformation through the body, earth, and values. Old attachments to security are stripped away, compelling a deep surrender of material and sensual anchors. Renewal comes through finding indestructible inner worth beneath external loss.",11  A woman sprinkling flowers.,11. A woman with flames for hair.,What gentle action conceals your burning intention?
1,20,Taurus,Pluto,"20° (Integrated Power): Identity integrates resilience; renewal becomes grounded strength. — Transformation through the body, earth, and values. Old attachments to security are stripped away, compelling a deep surrender of material and sensual anchors. Renewal comes through finding indestructible inner worth beneath external loss.",21  A finger pointing in an open book.,21. A statue of Hermes decked with brightly colored garlands.,What message is being highlighted by myth and memory?
1,0,Gemini,Pluto,"0° (Emergent Power): Collapse of mental certainty; new perceptions rush in. — Transformation through thought, perception, and communication. Old mental patterns collapse, demanding radical shifts in language and meaning. Renewal comes in the form of entirely new modes of dialogue and understanding.",1   A glass-bottomed boat in still water.,1. Knots in a cord. They are a message in code.,What submerged truth is rising through symbols and silence? 
1,10,Gemini,Pluto,"10° (Formative Power): Rebuilding thought structures; words take on transformative charge. — Transformation through thought, perception, and communication. Old mental patterns collapse, demanding radical shifts in language and meaning. Renewal comes in the form of entirely new modes of dialogue and understanding.",11  A new path of realism in experience.,11. A stag with golden horns.,What majestic perception is grounding into your next step?
1,20,Gemini,Pluto,"20° (Integrated Power): Communication becomes a regenerating force for others. — Transformation through thought, perception, and communication. Old mental patterns collapse, demanding radical shifts in language and meaning. Renewal comes in the form of entirely new modes of dialogue and understanding.",21  A labour demonstration.,21. Wine casks retrieved from an ancient shipwreck.,What collective passion are you uncovering from ancient depths?
1,0,Cancer,Pluto,"0° (Emergent Power): Emotional rupture; old security shattered. — Transformation through roots, family, and emotional bonds. The dissolution of ancestral patterns and protective shells forces rebirth in the emotional core. Renewal emerges as unbreakable inner trust and nurturance.",1   A furled and unfurled flag displayed from a vessel.,1. A potter at work.,What identity are you shaping that flows from hidden craftsmanship?  
1,10,Cancer,Pluto,"10° (Formative Power): Reclaiming of vulnerability; boundaries reshaped. — Transformation through roots, family, and emotional bonds. The dissolution of ancestral patterns and protective shells forces rebirth in the emotional core. Renewal emerges as unbreakable inner trust and nurturance.",11 A clown making grimaces.,11. Monstrosities in glass jars at a side show.,What distortions are asking to be laughed into healing?
1,20,Cancer,Pluto,"20° (Integrated Power): Renewal through profound emotional resilience and care. — Transformation through roots, family, and emotional bonds. The dissolution of ancestral patterns and protective shells forces rebirth in the emotional core. Renewal emerges as unbreakable inner trust and nurturance.",21 A Prima Donna singing.,21. High up on a mountain an eagle’s nest.,What sovereign voice are you lifting to its rightful height?
1,0,Leo,Pluto,"0° (Emergent Power): Collapse of false self-image. — Transformation through ego, expression, and radiance. Old identities are incinerated in the fire of crisis, demanding that authentic Self shine through. Renewal is the rise of incorruptible inner authority.",1   A case of apoplexy.,1. A divorced husband and wife enjoying each other’s company.,What explosive charge can now be released in peaceful presence? 
1,10,Leo,Pluto,"10° (Formative Power): Creative willpower reforged in trial. — Transformation through ego, expression, and radiance. Old identities are incinerated in the fire of crisis, demanding that authentic Self shine through. Renewal is the rise of incorruptible inner authority.",​11 Children on a swing in a huge oak tree.,11. A boy removing a thorn from his foot.,What joyful innocence is healing an old pain?
1,20,Leo,Pluto,"20° (Integrated Power): Radiance becomes regenerative; Self inspires transformation. — Transformation through ego, expression, and radiance. Old identities are incinerated in the fire of crisis, demanding that authentic Self shine through. Renewal is the rise of incorruptible inner authority.",​21 Chickens intoxicated.,21. A holly bush covered with berries. It is in the snow.,What temporary frenzy is rooted in deep seasonal fruiting?
1,0,Virgo,Pluto,"0° (Emergent Power): Breakdown of routine and order. — Transformation through systems, health, and service. Old orders dissolve, forcing a radical restructuring of work, body, and methods. Renewal manifests as purified function and aligned service.",1  A man's head.,1. A volcano erupting at night.,What conscious clarity is hiding a powerful inner eruption?  
1,10,Virgo,Pluto,"10° (Formative Power): Reconstruction through discernment; purification begins. — Transformation through systems, health, and service. Old orders dissolve, forcing a radical restructuring of work, body, and methods. Renewal manifests as purified function and aligned service.",11 A boy moulded in his mother's aspirations for him.,11. A four-year-old girl dressed as a nurse.,What borrowed purpose is being returned to playfulness?
1,20,Virgo,Pluto,"20° (Integrated Power): Renewal crystallized as effective healing and service. — Transformation through systems, health, and service. Old orders dissolve, forcing a radical restructuring of work, body, and methods. Renewal manifests as purified function and aligned service.",21 A girls’ basketball team.,21. Dark river and distant bell.,What shared rhythm is calling you into coordinated flow?
1,0,Libra,Pluto,"0° (Emergent Power): Collapse of false harmony; imbalances exposed. — Transformation through relationship, balance, and justice. Partnerships, ideals, and harmony collapse under pressure, forcing the discovery of authentic equilibrium. Renewal arises as power to sustain true fairness.",1   A butterfly made perfect by a dart through it.,1. A group of fat Italian ladies preparing bread.,What idealized beauty is softening into nourishing reality? 
1,10,Libra,Pluto,"10° (Formative Power): New terms of relationship forged in shadow-work. — Transformation through relationship, balance, and justice. Partnerships, ideals, and harmony collapse under pressure, forcing the discovery of authentic equilibrium. Renewal arises as power to sustain true fairness.",11 A professor peering over his glasses.,11. Tea leaves that form a pentagram.,What curiosity is inviting you to decode a sacred message?
1,20,Libra,Pluto,"20° (Integrated Power): Renewal radiates as deep commitment to authentic balance. — Transformation through relationship, balance, and justice. Partnerships, ideals, and harmony collapse under pressure, forcing the discovery of authentic equilibrium. Renewal arises as power to sustain true fairness.",21 A crowd upon the beach.,21. A magician wearing a live snake for a belt.,What collective energy is wrapping itself in your creative power?
1,0,Scorpio,Pluto,"0° (Emergent Power): Plunge into shadow; instinctive confrontation with mortality. — Transformation through the deep well of shadow, intimacy, and death. Old attachments to control, desire, or secrecy dissolve in fire. Renewal arises as profound self-mastery and soul truth.",1   A sight-seeing bus.,1. A tunnel through a mountain.,What external journey mirrors a passage into your own depths?  
1,10,Scorpio,Pluto,"10° (Formative Power): Desire and fear are harnessed; power takes shape. — Transformation through the deep well of shadow, intimacy, and death. Old attachments to control, desire, or secrecy dissolve in fire. Renewal arises as profound self-mastery and soul truth.",11 A drowning man rescued.,11. Gnarled twisted trees against an overcast sky.,What tangled story is being pulled from the waters of emotion?
1,20,Scorpio,Pluto,"20° (Integrated Power): Renewal shines as regenerative truth and intimacy. — Transformation through the deep well of shadow, intimacy, and death. Old attachments to control, desire, or secrecy dissolve in fire. Renewal arises as profound self-mastery and soul truth.",​21 A soldier derelict in his duty.,21. A pair of glasses with no lenses in them.,What responsibility is being questioned through flawed vision?
1,0,Sagittarius,Pluto,"0° (Emergent Power): Destruction of outdated beliefs. — Transformation through belief, quest, and meaning. Old philosophies collapse, forcing rebirth of worldview. Renewal is truth-seeking that ignites faith and expansion through fire-tested conviction.",1   A Grand Army of the Republic campfire.,"1. A woman, manacled in solid gold chains.", What is veiled in you that longs to be seen gently?
1,10,Sagittarius,Pluto,"10° (Formative Power): Philosophy reforged; search for authentic truth. — Transformation through belief, quest, and meaning. Old philosophies collapse, forcing rebirth of worldview. Renewal is truth-seeking that ignites faith and expansion through fire-tested conviction.",11 The lamp of physical enlightenment at the left temple.,11. A string of pearls.,What embodied knowing is emerging through subtle links?
1,20,Sagittarius,Pluto,"20° (Integrated Power): Renewal shines as inspiring vision and conviction. — Transformation through belief, quest, and meaning. Old philosophies collapse, forcing rebirth of worldview. Renewal is truth-seeking that ignites faith and expansion through fire-tested conviction.",​21 A child and a dog with borrowed eyeglasses.,21. Toads singing at night.,What innocent perspective is tuning you to hidden frequencies?
1,0,Capricorn,Pluto,"0° (Emergent Power): Instinctive break in authority or career structures. — Transformation through structure, authority, and time. Old institutions and ambitions collapse under their weight. Renewal is the forging of enduring legacy built from ashes.",1   An Indian chief demanding recognition.,1. A canopy bed with curtains.,What leadership is seeking acknowledgment within a veiled space?  
1,10,Capricorn,Pluto,"10° (Formative Power): Responsibility and discipline reforged through trial. — Transformation through structure, authority, and time. Old institutions and ambitions collapse under their weight. Renewal is the forging of enduring legacy built from ashes.",11 A large group of pheasants,11. A young boy joyously kisses a fat old lady.,What abundance is being shared in an unexpected embrace?
1,20,Capricorn,Pluto,"20° (Integrated Power): Renewal shines as enduring mastery and leadership. — Transformation through structure, authority, and time. Old institutions and ambitions collapse under their weight. Renewal is the forging of enduring legacy built from ashes.",21 A relay race.,21. A stately old house in a ruined condition.,What inherited structure are you being called to pass forward or restore?
1,0,Aquarius,Pluto,"0° (Emergent Power): Sudden rupture in social order; outsider initiation. — Transformation through community, innovation, and collective patterns. Old networks collapse, compelling a radical shift in group belonging. Renewal arises as revolutionary vision with collective impact.",1   An old adobe mission.,1. A two-headed calf.,What rooted tradition is birthing a new paradox of perception? 
1,10,Aquarius,Pluto,"10° (Formative Power): Collective renewal takes form through innovation. — Transformation through community, innovation, and collective patterns. Old networks collapse, compelling a radical shift in group belonging. Renewal arises as revolutionary vision with collective impact.",11 Man tête-à-tête with his inspiration.,11. Crows eating the corn that a farmer has sown.,What dialogue with spirit is being challenged by earthly interference?
1,20,Aquarius,Pluto,"20° (Integrated Power): Renewal becomes enduring social influence. — Transformation through community, innovation, and collective patterns. Old networks collapse, compelling a radical shift in group belonging. Renewal arises as revolutionary vision with collective impact.","21 Woman disappointed, disillusioned.",21. A beautiful woman dressed in white. She is wearing a large silver crescent on her head. The crescent is pointing upward.,What loss of ideal is making room for a lunar crown of truth?
1,0,Pisces,Pluto,"0° (Emergent Power): Collapse of illusion; instinctive plunge into the void. — Transformation through dissolution, faith, and the unseen. Old illusions dissolve in the abyss, forcing surrender to the infinite. Renewal comes as transcendence — compassion and mystical rebirth.",​1   A public market.,1. A field of dandelions.,What shared space is offering ephemeral wisdom? 
1,10,Pisces,Pluto,"10° (Formative Power): Rebuilding faith; surrender takes shape as power. — Transformation through dissolution, faith, and the unseen. Old illusions dissolve in the abyss, forcing surrender to the infinite. Renewal comes as transcendence — compassion and mystical rebirth.",11 Men seeking illumination.,"11. A high, crumbling wall. It is part of a ruin and covered with ivy.",What spiritual seeking is being softened by natural reclamation?
1,20,Pisces,Pluto,"20° (Integrated Power): Renewal integrated as deep spiritual presence. — Transformation through dissolution, faith, and the unseen. Old illusions dissolve in the abyss, forcing surrender to the infinite. Renewal comes as transcendence — compassion and mystical rebirth.","21 A little white lamb, a child and a Chinese servant.",21. Pagan fire worshippers dancing.,What sacred innocence is joining the ancient dance of devotion?
1,0,Aries,North Node,"0° (Emergent Destiny): First breath of selfhood; instinctive urge to act, even clumsily, as the call of destiny ignites. — The North Node in Aries under the Root Trinity Wave calls the soul toward raw beginnings, the courage of individuality, and the ignition of unconditioned fire. This placement strips destiny to its primal essence: the uncompromising demand to declare “I am” and to lead by becoming. Here, the soul evolves through bold assertion, trial, and the creation of a radiant presence.","1   A woman rises out of the water, a seal rises and embraces her",1. A man repairing and extending a stone wall in the spring.,What ancient part of you is surfacing now—and what form is it building?  
1,10,Aries,North Node,"10° (Formative Destiny): Courage sharpened into direction; the will becomes disciplined, guiding the path of becoming. — The North Node in Aries under the Root Trinity Wave calls the soul toward raw beginnings, the courage of individuality, and the ignition of unconditioned fire. This placement strips destiny to its primal essence: the uncompromising demand to declare “I am” and to lead by becoming. Here, the soul evolves through bold assertion, trial, and the creation of a radiant presence.",11 The president of the country ,11. Sunlight illuminating dust in the air.,What leadership are you embodying through subtle radiance?
1,20,Aries,North Node,"20° (Integrated Destiny): Identity stabilized; destiny fulfilled as enduring self-leadership and luminous individuality. — The North Node in Aries under the Root Trinity Wave calls the soul toward raw beginnings, the courage of individuality, and the ignition of unconditioned fire. This placement strips destiny to its primal essence: the uncompromising demand to declare “I am” and to lead by becoming. Here, the soul evolves through bold assertion, trial, and the creation of a radiant presence.",21  A pugilist entering the ring. ,21. Pastel flags fluttering in the breeze.,What bold confrontation is softened by a deeper resonance?
1,0,Taurus,North Node,"0° (Emergent Destiny): Instinctive turn toward body, land, or resources as soul compass awakens. — The North Node in Taurus under the Root Trinity Wave directs the soul toward embodiment, value, and grounded self-worth. Destiny here is not abstract but elemental, asking the spirit to stabilize in earth, body, and presence. Old habits of chaos or dependency collapse, compelling the path of patient rooting.",1  A clear mountain stream.,1. A red garnet ring. The garnets glow.,What clarity is being concentrated into a talisman of power?  
1,10,Taurus,North Node,"10° (Formative Destiny): Values tested; patience and stability forged through challenge. — The North Node in Taurus under the Root Trinity Wave directs the soul toward embodiment, value, and grounded self-worth. Destiny here is not abstract but elemental, asking the spirit to stabilize in earth, body, and presence. Old habits of chaos or dependency collapse, compelling the path of patient rooting.",11  A woman sprinkling flowers.,11. A woman with flames for hair.,What gentle action conceals your burning intention?
1,20,Taurus,North Node,"20° (Integrated Destiny): Destiny fulfilled as an unshakable root of inner worth and living abundance. — The North Node in Taurus under the Root Trinity Wave directs the soul toward embodiment, value, and grounded self-worth. Destiny here is not abstract but elemental, asking the spirit to stabilize in earth, body, and presence. Old habits of chaos or dependency collapse, compelling the path of patient rooting.",21  A finger pointing in an open book.,21. A statue of Hermes decked with brightly colored garlands.,What message is being highlighted by myth and memory?
1,0,Gemini,North Node,"0° (Emergent Destiny): Instinctive hunger for words and questions; first breath of curiosity. — The North Node in Gemini under the Root Trinity Wave asks the soul to evolve through dialogue, curiosity, and multiplicity of thought. The primal ignition here sparks in language, ideas, and communication, compelling the seeker to weave connection and flexibility into destiny.",1   A glass-bottomed boat in still water.,1. Knots in a cord. They are a message in code.,What submerged truth is rising through symbols and silence? 
1,10,Gemini,North Node,"10° (Formative Destiny): Thought and dialogue tested as karmic tools of evolution. — The North Node in Gemini under the Root Trinity Wave asks the soul to evolve through dialogue, curiosity, and multiplicity of thought. The primal ignition here sparks in language, ideas, and communication, compelling the seeker to weave connection and flexibility into destiny.",11  A new path of realism in experience.,11. A stag with golden horns.,What majestic perception is grounding into your next step?
1,20,Gemini,North Node,"20° (Integrated Destiny): Destiny fulfilled as wisdom embodied in living, relational conversation. — The North Node in Gemini under the Root Trinity Wave asks the soul to evolve through dialogue, curiosity, and multiplicity of thought. The primal ignition here sparks in language, ideas, and communication, compelling the seeker to weave connection and flexibility into destiny.",21  A labour demonstration.,21. Wine casks retrieved from an ancient shipwreck.,What collective passion are you uncovering from ancient depths?
1,0,Cancer,North Node,"0° (Emergent Destiny): Instinctive pull into family, ancestry, or home. — The North Node in Cancer under the Root Trinity Wave roots destiny in the call of belonging, nurture, and emotional depth. This is a primal ignition of tenderness — an uncompromising demand to grow through care and vulnerability. The soul must soften into memory and rooted kinship as its evolutionary path.",1   A furled and unfurled flag displayed from a vessel.,1. A potter at work.,What identity are you shaping that flows from hidden craftsmanship?  
1,10,Cancer,North Node,"10° (Formative Destiny): Emotional strength tested; care reshaped through hardship. — The North Node in Cancer under the Root Trinity Wave roots destiny in the call of belonging, nurture, and emotional depth. This is a primal ignition of tenderness — an uncompromising demand to grow through care and vulnerability. The soul must soften into memory and rooted kinship as its evolutionary path.",11 A clown making grimaces.,11. Monstrosities in glass jars at a side show.,What distortions are asking to be laughed into healing?
1,20,Cancer,North Node,"20° (Integrated Destiny): Destiny fulfilled as resilient nurturance and soulful belonging. — The North Node in Cancer under the Root Trinity Wave roots destiny in the call of belonging, nurture, and emotional depth. This is a primal ignition of tenderness — an uncompromising demand to grow through care and vulnerability. The soul must soften into memory and rooted kinship as its evolutionary path.",21 A Prima Donna singing.,21. High up on a mountain an eagle’s nest.,What sovereign voice are you lifting to its rightful height?
1,0,Leo,North Node,"0° (Emergent Destiny): Instinctive surge to stand out, even awkwardly. — The North Node in Leo under the Root Trinity Wave ignites the soul’s calling to shine, create, and embody radiance. Destiny burns here as the primal ignition of self-expression, demanding courage to stand in visibility and inspire. The soul evolves through the raw fire of showing up.",1   A case of apoplexy.,1. A divorced husband and wife enjoying each other’s company.,What explosive charge can now be released in peaceful presence? 
1,10,Leo,North Node,"10° (Formative Destiny): Creative will sharpened through challenge; the fire tested. — The North Node in Leo under the Root Trinity Wave ignites the soul’s calling to shine, create, and embody radiance. Destiny burns here as the primal ignition of self-expression, demanding courage to stand in visibility and inspire. The soul evolves through the raw fire of showing up.",​11 Children on a swing in a huge oak tree.,11. A boy removing a thorn from his foot.,What joyful innocence is healing an old pain?
1,20,Leo,North Node,"20° (Integrated Destiny): Destiny fulfilled as luminous presence, radiating inspiration. — The North Node in Leo under the Root Trinity Wave ignites the soul’s calling to shine, create, and embody radiance. Destiny burns here as the primal ignition of self-expression, demanding courage to stand in visibility and inspire. The soul evolves through the raw fire of showing up.",​21 Chickens intoxicated.,21. A holly bush covered with berries. It is in the snow.,What temporary frenzy is rooted in deep seasonal fruiting?
1,0,Virgo,North Node,"0° (Emergent Destiny): Instinctive pull toward fixing, healing, or organizing what is fragmented. — The North Node in Virgo under the Root Trinity Wave directs the soul toward refinement, healing, and sacred service. Here, destiny strips to its raw demand for discernment: to restore order where there is chaos, to heal what has been broken, and to master devotion through daily service.",1  A man's head.,1. A volcano erupting at night.,What conscious clarity is hiding a powerful inner eruption?  
1,10,Virgo,North Node,"10° (Formative Destiny): Trials refine discernment; service becomes the crucible of growth. — The North Node in Virgo under the Root Trinity Wave directs the soul toward refinement, healing, and sacred service. Here, destiny strips to its raw demand for discernment: to restore order where there is chaos, to heal what has been broken, and to master devotion through daily service.",11 A boy moulded in his mother's aspirations for him.,11. A four-year-old girl dressed as a nurse.,What borrowed purpose is being returned to playfulness?
1,20,Virgo,North Node,"20° (Integrated Destiny): Destiny fulfilled as embodied healer and vessel of harmonizing order. — The North Node in Virgo under the Root Trinity Wave directs the soul toward refinement, healing, and sacred service. Here, destiny strips to its raw demand for discernment: to restore order where there is chaos, to heal what has been broken, and to master devotion through daily service.",21 A girls’ basketball team.,21. Dark river and distant bell.,What shared rhythm is calling you into coordinated flow?
1,0,Libra,North Node,"0° (Emergent Destiny): Instinctive hunger for connection and beauty; pulled to the Other. — The North Node in Libra under the Root Trinity Wave anchors destiny in the uncompromising path of balance, fairness, and relationship. The soul must learn to meet the Other without losing the Self, shaping evolution through partnership and the mirror of justice.",1   A butterfly made perfect by a dart through it.,1. A group of fat Italian ladies preparing bread.,What idealized beauty is softening into nourishing reality? 
1,10,Libra,North Node,"10° (Formative Destiny): Relationships tested; fairness and compromise forged in tension. — The North Node in Libra under the Root Trinity Wave anchors destiny in the uncompromising path of balance, fairness, and relationship. The soul must learn to meet the Other without losing the Self, shaping evolution through partnership and the mirror of justice.",11 A professor peering over his glasses.,11. Tea leaves that form a pentagram.,What curiosity is inviting you to decode a sacred message?
1,20,Libra,North Node,"20° (Integrated Destiny): Destiny fulfilled as luminous equilibrium, master of harmony in union. — The North Node in Libra under the Root Trinity Wave anchors destiny in the uncompromising path of balance, fairness, and relationship. The soul must learn to meet the Other without losing the Self, shaping evolution through partnership and the mirror of justice.",21 A crowd upon the beach.,21. A magician wearing a live snake for a belt.,What collective energy is wrapping itself in your creative power?
1,0,Scorpio,North Node,"0° (Emergent Destiny): Instinctive pull into hidden realms and intense encounters. — The North Node in Scorpio under the Root Trinity Wave ignites the soul’s destiny in the crucible of transformation, shadow, and intensity. This path strips away surface living, compelling profound confrontation with mortality, intimacy, and the depths of truth.",1   A sight-seeing bus.,1. A tunnel through a mountain.,What external journey mirrors a passage into your own depths?  
1,10,Scorpio,North Node,"10° (Formative Destiny): Shadow-work becomes unavoidable; desire and fear harnessed into self-mastery. — The North Node in Scorpio under the Root Trinity Wave ignites the soul’s destiny in the crucible of transformation, shadow, and intensity. This path strips away surface living, compelling profound confrontation with mortality, intimacy, and the depths of truth.",11 A drowning man rescued.,11. Gnarled twisted trees against an overcast sky.,What tangled story is being pulled from the waters of emotion?
1,20,Scorpio,North Node,"20° (Integrated Destiny): Destiny fulfilled as regenerative force, alchemist of power and truth. — The North Node in Scorpio under the Root Trinity Wave ignites the soul’s destiny in the crucible of transformation, shadow, and intensity. This path strips away surface living, compelling profound confrontation with mortality, intimacy, and the depths of truth.",​21 A soldier derelict in his duty.,21. A pair of glasses with no lenses in them.,What responsibility is being questioned through flawed vision?
1,0,Sagittarius,North Node,"0° (Emergent Destiny): Instinctive hunger for knowledge, exploration, or spiritual quest. — The North Node in Sagittarius under the Root Trinity Wave calls the soul toward vision, truth, and expansion. This primal ignition burns as a quest — evolution is found in exploration, faith, and the dismantling of dogma in pursuit of authentic meaning.",1   A Grand Army of the Republic campfire.,"1. A woman, manacled in solid gold chains.", What is veiled in you that longs to be seen gently?
1,10,Sagittarius,North Node,"10° (Formative Destiny): Faith tested; worldviews broken and rebuilt through trial. — The North Node in Sagittarius under the Root Trinity Wave calls the soul toward vision, truth, and expansion. This primal ignition burns as a quest — evolution is found in exploration, faith, and the dismantling of dogma in pursuit of authentic meaning.",11 The lamp of physical enlightenment at the left temple.,11. A string of pearls.,What embodied knowing is emerging through subtle links?
1,20,Sagittarius,North Node,"20° (Integrated Destiny): Destiny fulfilled as radiant bearer of wisdom and collective inspiration. — The North Node in Sagittarius under the Root Trinity Wave calls the soul toward vision, truth, and expansion. This primal ignition burns as a quest — evolution is found in exploration, faith, and the dismantling of dogma in pursuit of authentic meaning.",​21 A child and a dog with borrowed eyeglasses.,21. Toads singing at night.,What innocent perspective is tuning you to hidden frequencies?
1,0,Capricorn,North Node,"0° (Emergent Destiny): Instinctive step toward authority, form, or ambition. — The North Node in Capricorn under the Root Trinity Wave crystallizes destiny through structure, endurance, and mastery of responsibility. This primal ignition is not soft — it calls the soul to claim time, authority, and the creation of enduring legacy.",1   An Indian chief demanding recognition.,1. A canopy bed with curtains.,What leadership is seeking acknowledgment within a veiled space?  
1,10,Capricorn,North Node,"10° (Formative Destiny): Discipline tested; resilience hardened by trial. — The North Node in Capricorn under the Root Trinity Wave crystallizes destiny through structure, endurance, and mastery of responsibility. This primal ignition is not soft — it calls the soul to claim time, authority, and the creation of enduring legacy.",11 A large group of pheasants,11. A young boy joyously kisses a fat old lady.,What abundance is being shared in an unexpected embrace?
1,20,Capricorn,North Node,"20° (Integrated Destiny): Destiny fulfilled as enduring structure and legacy-bearer of wisdom. — The North Node in Capricorn under the Root Trinity Wave crystallizes destiny through structure, endurance, and mastery of responsibility. This primal ignition is not soft — it calls the soul to claim time, authority, and the creation of enduring legacy.",21 A relay race.,21. A stately old house in a ruined condition.,What inherited structure are you being called to pass forward or restore?
1,0,Aquarius,North Node,"0° (Emergent Destiny): Instinctive break with tradition; outsider energy as soul’s compass. — The North Node in Aquarius under the Root Trinity Wave propels destiny toward innovation, freedom, and collective vision. The soul must ignite in radical divergence from conformity, evolving through awakening and future-oriented change.",1   An old adobe mission.,1. A two-headed calf.,What rooted tradition is birthing a new paradox of perception? 
1,10,Aquarius,North Node,"10° (Formative Destiny): Innovation refined; collective service forged from disruption. — The North Node in Aquarius under the Root Trinity Wave propels destiny toward innovation, freedom, and collective vision. The soul must ignite in radical divergence from conformity, evolving through awakening and future-oriented change.",11 Man tête-à-tête with his inspiration.,11. Crows eating the corn that a farmer has sown.,What dialogue with spirit is being challenged by earthly interference?
1,20,Aquarius,North Node,"20° (Integrated Destiny): Destiny fulfilled as visionary catalyst and awakener of collective progress. — The North Node in Aquarius under the Root Trinity Wave propels destiny toward innovation, freedom, and collective vision. The soul must ignite in radical divergence from conformity, evolving through awakening and future-oriented change.","21 Woman disappointed, disillusioned.",21. A beautiful woman dressed in white. She is wearing a large silver crescent on her head. The crescent is pointing upward.,What loss of ideal is making room for a lunar crown of truth?
1,0,Pisces,North Node,"0° (Emergent Destiny): Instinctive drift into dream, art, or spirit as the soul’s compass awakens. — The North Node in Pisces under the Root Trinity Wave draws the soul toward surrender, compassion, and dissolution of ego boundaries. The primal ignition here is mystical — destiny is fulfilled through trust in unity, faith, and the healing embrace of the eternal.",​1   A public market.,1. A field of dandelions.,What shared space is offering ephemeral wisdom? 
1,10,Pisces,North Node,"10° (Formative Destiny): Illusions stripped away; faith tested as destiny clarifies. — The North Node in Pisces under the Root Trinity Wave draws the soul toward surrender, compassion, and dissolution of ego boundaries. The primal ignition here is mystical — destiny is fulfilled through trust in unity, faith, and the healing embrace of the eternal.",11 Men seeking illumination.,"11. A high, crumbling wall. It is part of a ruin and covered with ivy.",What spiritual seeking is being softened by natural reclamation?
1,20,Pisces,North Node,"20° (Integrated Destiny): Destiny fulfilled as radiant mystic, healer, or vessel of divine presence. — The North Node in Pisces under the Root Trinity Wave draws the soul toward surrender, compassion, and dissolution of ego boundaries. The primal ignition here is mystical — destiny is fulfilled through trust in unity, faith, and the healing embrace of the eternal.","21 A little white lamb, a child and a Chinese servant.",21. Pagan fire worshippers dancing.,What sacred innocence is joining the ancient dance of devotion?
1,0,Aries,South Node,"0° (Emergent Memory): A soul born into raw, primal selfhood — pure survival drive, often headstrong. — The South Node in Aries under Wave 1 carries karmic memory of untempered self-assertion and survival instinct. The soul arrives with the reflex to charge first and ask later — a raw pattern of “I act, therefore I am.” Wave 1 amplifies this into the default spark: courage mixed with impulsivity. The task is to recognize this inheritance not as identity itself but as a launchpad toward more conscious expressions of will.","1   A woman rises out of the water, a seal rises and embraces her",1. A man repairing and extending a stone wall in the spring.,What ancient part of you is surfacing now—and what form is it building?  
1,10,Aries,South Node,"10° (Formative Memory): Old Aries flame matures into competition and leadership, shadowed by impatience. — The South Node in Aries under Wave 1 carries karmic memory of untempered self-assertion and survival instinct. The soul arrives with the reflex to charge first and ask later — a raw pattern of “I act, therefore I am.” Wave 1 amplifies this into the default spark: courage mixed with impulsivity. The task is to recognize this inheritance not as identity itself but as a launchpad toward more conscious expressions of will.",11 The president of the country ,11. Sunlight illuminating dust in the air.,What leadership are you embodying through subtle radiance?
